DATE,USA,GBR,DEU,FRA,JPN,CAN,ESP,SWE
1970-01-01,8.57,7.83,9.0333,9.456,6.25,8,,7
1970-04-01,7.88,7,9.1833,9.342,6.25,7.5,,7
1970-07-01,6.7,7,8.59,8.121,6.25,6.83,,7
1970-10-01,5.57,7,7.78,7.476,6,6.17,,7
1971-01-01,3.86,7,7.41,5.766,5.75,5.5,,6.5
1971-04-01,4.56,6,4.8333,6.45,5.58,5.25,,6
1971-07-01,5.47,5.67,6.4733,5.975,5.25,5.25,,5.5
1971-10-01,4.75,5,5.9333,5.294,5.08,4.75,,5
1972-01-01,3.54,5,4.0767,4.778,4.75,4.75,,5
1972-04-01,4.3,5.33,3.1233,3.846,4.58,4.75,,5
1972-07-01,4.74,6,3.85,3.879,4.25,4.75,,5
1972-10-01,5.14,8,6.1567,7.31,4.25,4.75,,5
1973-01-01,6.54,8.67,6.3767,7.508,4.25,4.75,,5
1973-04-01,7.82,7.83,11.0467,7.663,5.33,5.75,6.48,5
1973-07-01,10.56,11.5,12.0567,10.127,6.67,6.75,9.17,5
1973-10-01,10,12.42,11.2533,11.516,7.67,7.25,11.75,5
1974-01-01,9.32,12.58,10.3867,12.149,9,7.25,6.628,5
1974-04-01,11.25,11.83,7.4933,13.567,9,8.58,14.958,6
1974-07-01,12.09,11.67,9.3067,13.425,9,9.25,10.317,7
1974-10-01,9.35,11.5,8.2767,11.867,9,8.92,5.569,7
1975-01-01,6.3,10.5,5.6033,9.173,9,8.25,6.395,7
1975-04-01,5.42,9.92,5.0267,7.321,8.33,8.25,5.433,7
1975-07-01,6.16,11,3.44,6.917,7.67,8.5,6.692,6
1975-10-01,5.41,11.58,3.5467,6.452,6.5,9,8.328,6
1976-01-01,4.83,9.42,3.5,7.633,6.5,9.17,6.762,5.5
1976-04-01,5.2,11.17,3.61,7.627,6.5,9.5,12.073,6
1976-07-01,5.28,12,4.34,9.248,6.5,9.5,8.162,6
1976-10-01,4.87,14.67,4.09,10.436,6.5,9,8.282,8
1977-01-01,4.66,11.25,4.4867,9.734,6.33,8.17,12.398,8
1977-04-01,5.16,8.08,4.25,8.921,5,7.67,8.295,8
1977-07-01,5.82,7,4.1,8.298,4.75,7.5,16.435,8
1977-10-01,6.51,6.33,3.72,9.298,4.25,7.5,7.778,8
1978-01-01,6.76,6.5,3.42,9.96,4,7.67,1.909,7.5
1978-04-01,7.28,8.83,3.54,7.763,3.5,8.5,18.026,7
1978-07-01,8.1,10,3.38,7.2,3.5,9.17,27.542,6.5
1978-10-01,9.58,11.67,3.1,6.669,3.5,10.58,16.492,6.5
1979-01-01,10.07,13.5,3.7067,6.77,3.5,11.25,12.783,6.5
1979-04-01,10.18,12.67,5.3333,8.013,4.25,11.25,10.074,6.5
1979-07-01,10.95,14.33,6.1967,10.996,5.25,11.92,11.871,8
1979-10-01,13.58,16,8.25,12.173,5.92,14,10.754,9
1980-01-01,15.05,17,8.3067,12.958,7.5,14.26,16.653,10
1980-04-01,12.69,17,9.63,12.427,9,12.72,15.21,10
1980-07-01,9.84,16,9.33,11.373,8.5,10.55,14.34,10
1980-10-01,15.85,14.67,8.9767,10.875,7.58,14.03,18.598,10
1981-01-01,16.57,13.33,10.48,11.718,6.92,16.91,12.915,12
1981-04-01,17.78,12,11.69,19.933,6.25,18.51,18.533,12
1981-07-01,17.58,12.33,11.9833,17.775,6.25,20.18,17.361,12
1981-10-01,13.59,14.83,10.8967,15.464,6,16.12,18.731,11
1982-01-01,14.23,13.5,9.9967,15.716,5.5,14.86,15.181,10
1982-04-01,14.51,12.83,9.2,15.975,5.5,15.74,22.344,10
1982-07-01,11.01,11,8.59,14.113,5.5,14.35,13.783,10
1982-10-01,9.29,10,6.8767,12.879,5.5,10.89,20.305,10
1983-01-01,8.65,10.83,5.7,12.839,5.5,9.55,17.676,9
1983-04-01,8.8,9.83,5.0067,12.608,5.5,9.42,20.135,8.5
1983-07-01,9.46,9.5,5.1767,12.567,5.5,9.53,20.686,8.5
1983-10-01,9.43,9,5.57,12.27,5,9.71,16.987,8.5
1984-01-01,9.69,8.92,5.54,12.482,5,10.26,14.771,8.5
1984-04-01,10.56,9.08,5.5167,12.115,5,11.47,11.908,9.5
1984-07-01,11.39,11,5.5433,11.362,5,12.64,12.513,9.5
1984-10-01,9.27,10,5.58,10.952,5,10.88,12.181,9.5
1985-01-01,8.48,13.83,5.7167,10.671,5,10.6,12.071,9.5
1985-04-01,7.92,12.5,5.63,10.226,5,9.64,14.019,11.5
1985-07-01,7.9,11.5,4.83,9.575,5,9.27,11.057,10.5
1985-10-01,8.1,11.5,4.5967,9.0161,5,9.08,9.94,10.5
1986-01-01,7.83,12.17,4.69,8.5222,4.33,10.87,11.255,8.5
1986-04-01,6.92,10.17,4.4833,7.2458,3.5,8.85,12.033,8
1986-07-01,6.21,10,4.4967,7.0854,3.5,8.61,11.58,7.5
1986-10-01,6.27,11,4.62,7.8044,3.17,8.53,11.757,7.5
1987-01-01,6.22,10.67,3.97,7.8871,2.67,7.49,14.425,7.5
1987-04-01,6.65,9.17,3.6833,8.0104,2.5,8.46,18.122,7.5
1987-07-01,6.84,9.67,3.74,7.3604,2.5,9.19,17.452,7.5
1987-10-01,6.92,9,3.4933,8.0343,2.5,8.47,13.999,7.5
1988-01-01,6.66,8.67,3.23,7.5383,2.5,8.66,11.396,7.5
1988-04-01,7.16,8.33,3.43,7.1104,2.5,9.21,10.474,8.5
1988-07-01,7.98,11.5,4.6267,7.5229,2.5,10.03,10.579,8.5
1988-10-01,8.47,12.67,4.75,8.2016,2.5,10.84,12.399,8.5
1989-01-01,9.44,13,5.5933,8.4476,2.5,11.88,13.892,8.5
1989-04-01,9.73,13.67,6.2133,8.9292,3,12.44,14.422,9.5
1989-07-01,9.08,14,6.86,8.9375,3.25,12.4,14.985,9.5
1989-10-01,8.61,15,7.69,10.4819,3.92,12.46,15.487,10.5
1990-01-01,8.25,15,7.69,10.1935,4.58,12.97,14.785,12
1990-04-01,8.24,15,7.78,9.8438,5.25,13.91,14.742,11
1990-07-01,8.16,15,8.0267,9.7917,5.75,13.07,14.655,11
1990-10-01,7.74,14,8.1967,9.7157,6,12.23,14.913,11.5
1991-01-01,6.43,13.17,8.66,9.3669,6,10.27,14.083,10
1991-04-01,5.86,11.67,8.74,9.8938,6,9.21,12.663,9
1991-07-01,5.64,10.83,8.9433,9.2063,5.5,8.81,12.592,9
1991-10-01,4.82,10.5,9.0167,10.0726,5,7.84,12.643,8
1992-01-01,4.02,10.5,9.5733,9.9315,4.5,7.43,12.366,8.5
1992-04-01,3.77,10.17,9.62,9.9417,3.75,6.42,12.379,8.5
1992-07-01,3.26,9.67,9.5767,13.5292,3.25,5.43,13.03,8.5
1992-10-01,3.04,7.33,8.8933,10.0484,3.25,7.85,15.104,10
1993-01-01,3.04,6,8.56,11.0141,2.75,6.09,15.666,9
1993-04-01,3,6,7.9067,7.6813,2.5,5.16,11.636,7
1993-07-01,3.06,6,7.0367,7.3229,2.25,4.74,10.19,6
1993-10-01,2.99,5.67,6.4533,6.631,1.75,4.37,9.137,5
1994-01-01,3.21,5.33,6.12,6.2964,1.75,4.54,8.166,4.5
1994-04-01,3.94,5.25,5.3867,5.4354,1.75,6.43,7.517,4.5
1994-07-01,4.49,5.42,4.9267,5.3125,1.75,5.73,7.358,5.5
1994-10-01,5.17,5.92,4.9533,5.3226,1.75,6.36,7.473,7
1995-01-01,5.81,6.58,4.92,7.4435,1.75,8.41,8.652,7
1995-04-01,6.02,6.75,4.6233,7.3708,1,7.59,9.399,7
1995-07-01,5.8,6.75,4.39,5.6188,0.83,6.72,9.335,7.5
1995-10-01,5.72,6.67,4.08,5.0081,0.5,6.5,9.413,7
1996-01-01,5.36,6.17,3.4433,4.0444,0.5,5.37,8.51,6
1996-04-01,5.24,5.92,3.3467,3.7438,0.5,5,7.309,5.5
1996-07-01,5.31,5.75,3.21,3.4771,0.5,4.42,7.33,4.5
1996-10-01,5.28,6,3.0933,3.2863,0.5,3.33,6.55,3.5
1997-01-01,5.28,6,3.1333,3.1875,0.5,3.25,5.83,2.5
1997-04-01,5.52,6.25,3.0533,3.1896,0.5,3.25,5.34,2.5
1997-07-01,5.53,6.92,3.1167,3.1875,0.5,3.5,5.31,2.5
1997-10-01,5.51,7.17,3.4333,3.375,0.5,4.08,4.89,2.5
1998-01-01,5.52,7.25,3.4533,3.375,0.5,4.83,4.59,2.5
1998-04-01,5.5,7.33,3.43,3.3771,0.5,5,4.33,2.5
1998-07-01,5.53,7.5,3.45,3.375,0.5,5.25,4.47,2
1998-10-01,4.86,6.75,3.3233,3.0927,0.5,5.33,3,2
1999-01-01,4.73,5.67,3.0601,2.9252,0.5,5.17,2.9252,1.5
1999-04-01,4.75,5.17,2.6078,2.5632,0.5,4.83,2.5632,1
1999-07-01,5.09,5.08,2.4657,2.4336,0.5,4.75,2.4336,1
1999-10-01,5.31,5.42,2.8264,3.0418,0.5,4.92,3.0418,1.5
2000-01-01,5.68,5.92,3.2763,3.5104,0.5,5.25,3.5104,2
2000-04-01,6.27,6,3.9665,4.2945,0.5,5.83,4.2945,2.5
2000-07-01,6.52,6,4.4408,4.5905,0.5,6,4.5905,2
2000-10-01,6.47,6,4.8062,4.8268,0.5,6,4.8268,2
2001-01-01,5.59,5.83,4.8433,4.7814,0.37,5.58,4.7814,2
2001-04-01,4.33,5.33,4.7524,4.5395,0.25,4.83,4.5395,1.5
2001-07-01,3.5,5,4.3278,3.9865,0.2,4.17,3.9865,2
2001-10-01,2.13,4.17,3.6058,3.3389,0.1,2.67,3.3389,2
2002-01-01,1.73,4,3.2802,3.2641,0.1,2.25,3.2641,1.5
2002-04-01,1.75,4,3.3249,3.3485,0.1,2.58,3.3485,2
2002-07-01,1.74,4,3.3043,3.3186,0.1,3,3.3186,4.5
2002-10-01,1.44,4,3.2331,3.0945,0.1,3,3.0945,4.5
2003-01-01,1.25,3.83,2.7664,2.749,0.1,3.08,2.749,4
2003-04-01,1.25,3.75,2.4436,2.2133,0.1,3.5,2.2133,3.27
2003-07-01,1.02,3.5,2.0658,2.0209,0.1,3.17,2.0209,2.85
2003-10-01,1,3.67,2.0148,2.0567,0.1,3,2.0567,2.85
2004-01-01,1,3.92,2.0195,2.0057,0.1,2.67,2.0057,2.6
2004-04-01,1.01,4.25,2.0403,2.0277,0.1,2.25,2.0277,2.1
2004-07-01,1.43,4.67,2.0533,2.0518,0.1,2.33,2.0518,2.1
2004-10-01,1.95,4.75,2.0833,2.0535,0.1,2.75,2.0535,2.1
2005-01-01,2.47,4.75,2.0641,2.0567,0.1,2.75,2.0567,2.1
2005-04-01,2.94,4.75,2.069,2.0623,0.1,2.75,2.0623,1.95
2005-07-01,3.46,4.58,2.076,2.0941,0.1,2.83,2.0941,1.6
2005-10-01,3.98,4.5,2.1429,2.2757,0.1,3.33,2.2757,1.6
2006-01-01,4.46,4.5,2.3986,2.52,0.1,3.83,2.52,2.1
2006-04-01,4.91,4.5,2.6343,2.6977,0.1,4.42,2.6977,2.18
2006-07-01,5.25,4.67,2.941,3.041,0.4,4.5,3.041,2.56
2006-10-01,5.25,4.92,3.369,3.5011,0.4,4.5,3.5011,2.93
2007-01-01,5.26,5.25,3.6079,3.6909,0.63,4.5,3.6909,3.35
2007-04-01,5.25,5.42,3.8552,3.9557,0.75,4.5,3.9557,3.39
2007-07-01,5.07,5.75,4.0464,4.0286,0.75,4.75,4.0286,3.76
2007-10-01,4.5,5.67,3.9475,3.8791,0.75,4.67,3.8791,4.1
2008-01-01,3.18,5.33,4.0469,4.091,0.75,4.08,4.091,4.35
2008-04-01,2.09,5,4.0011,4.0067,0.75,3.25,4.0067,4.58
2008-07-01,1.94,5,4.2543,4.2733,0.75,3.25,4.2733,4.82
2008-10-01,0.51,3.17,3.1521,2.4864,0.43,2.25,2.4864,2.78
2009-01-01,0.18,1,1.3771,1.062,0.3,1.08,1.062,1.1
2009-04-01,0.18,0.5,0.774,0.698,0.3,0.5,0.698,0.6
2009-07-01,0.16,0.5,0.3561,0.3632,0.3,0.5,0.3632,0.35
2009-10-01,0.12,0.5,0.3586,0.3546,0.3,0.5,0.3546,0.35
2010-01-01,0.13,0.5,0.3441,0.3477,0.3,0.5,0.3477,0.35
2010-04-01,0.19,0.5,0.3505,0.3543,0.3,0.58,0.3543,0.35
2010-07-01,0.19,0.5,0.4534,0.4536,0.3,1.08,0.4536,0.79
2010-10-01,0.19,0.5,0.5973,0.4981,0.3,1.25,0.4981,1.1
2011-01-01,0.16,0.5,0.6749,0.6587,0.3,1.25,0.6587,1.6
2011-04-01,0.09,0.5,1.0412,1.124,0.3,1.25,1.124,1.85
2011-07-01,0.08,0.5,0.9744,1.0055,0.3,1.25,1.0055,2.1
2011-10-01,0.07,0.5,0.7922,0.627,0.3,1.25,0.627,2.02
2012-01-01,0.1,0.5,0.3674,0.3566,0.3,1.25,0.3566,1.6
2012-04-01,0.15,0.5,0.338,0.332,0.3,1.25,0.332,1.6
2012-07-01,0.14,0.5,0.1312,0.0993,0.3,1.25,0.0993,1.44
2012-10-01,0.16,0.5,0.0809,0.0734,0.3,1.25,0.0734,1.28
2013-01-01,0.14,0.5,0.0679,0.067,0.3,1.25,0.067,1.1
2013-04-01,0.12,0.5,0.082,0.0862,0.3,1.25,0.0862,1.1
2013-07-01,0.08,0.5,0.0851,0.0803,0.3,1.25,0.0803,1.1
2013-10-01,0.09,0.5,0.1217,0.1687,0.3,1.25,0.1687,1.02
2014-01-01,0.07,0.5,0.1816,0.1919,0.3,1.25,0.1919,0.85
2014-04-01,0.09,0.5,0.1926,0.0758,0.3,1.25,0.0758,0.85
2014-07-01,0.09,0.5,0.0226,0.0066,0.3,1.25,0.0066,0.35
2014-10-01,0.1,0.5,-0.0154,-0.0301,0.3,1.25,-0.0301,0.1
2015-01-01,0.11,0.5,-0.0457,-0.0504,0.3,1,-0.0504,-0.03
2015-04-01,0.12,0.5,,,,,,
2015-07-01,0.14,0.5,,,,,,
2015-10-01,0.16,0.5,,,,,,
2016-01-01,0.36,0.5,,,,,,
2016-04-01,0.37,,,,,,,
2016-07-01,0.4,,,,,,,
2016-10-01,0.45,,,,,,,
